"domain_1","domain_2"
"PF02661","PF13776"
"PF13786","PF18705"
"PF13810","PF13810"
"PF13835","PF13835"
"PF13870","PF13870"
"PF13938","PF13938"
"PF00271","PF13959"
"PF09420","PF13959"
"PF14059","PF14059"
"PF14131","PF14131"
"PF04255","PF21321"
"PF14232","PF14232"
"PF14231","PF14232"
"PF14254","PF14254"
"PF11611","PF17118"
"PF14263","PF14263"
"PF14298","PF14298"
"PF14300","PF14300"
"PF14346","PF14346"
"PF01501","PF14393"
"PF14467","PF14467"
"PF14478","PF14478"
"PF07686","PF14478"
"PF14486","PF14486"
"PF14488","PF14488"
"PF14499","PF14499"
"PF14505","PF14505"
"PF14505","PF20999"
"PF20999","PF20999"
"PF14530","PF14530"
"PF14534","PF14534"
"PF14539","PF14539"
"PF14544","PF22167"
"PF14590","PF14590"
"PF14614","PF14614"
"PF14660","PF14660"
"PF14660","PF18805"
"PF00676","PF14688"
"PF02779","PF14688"
"PF14713","PF14713"
"PF14717","PF14717"
"PF14725","PF14725"
"PF14729","PF14729"
"PF14730","PF14730"
"PF14734","PF14734"
"PF14734","PF14848"
"PF03641","PF14793"
"PF11892","PF14793"
"PF01588","PF14794"
"PF20766","PF20766"
"PF04289","PF20766"
"PF14869","PF14869"
"PF15283","PF15283"
"PF09341","PF15387"
"PF15414","PF15414"
"PF04317","PF04317"
"PF15507","PF15507"
"PF15889","PF15889"
"PF15916","PF15916"
"PF15923","PF15923"
"PF15962","PF20178"
"PF16022","PF16022"
"PF16023","PF16023"
"PF16023","PF20264"
"PF16024","PF20942"
"PF16024","PF20943"
"PF20942","PF20942"
"PF20942","PF20943"
"PF04337","PF04337"
"PF16062","PF16062"
"PF16103","PF16103"
"PF16109","PF16109"
"PF16129","PF16130"
"PF16139","PF16139"
"PF16167","PF16167"
"PF12870","PF12870"
"PF16220","PF16220"
"PF16247","PF16247"
"PF16262","PF16262"
"PF16268","PF16268"
"PF00104","PF16279"
"PF16285","PF20956"
"PF07980","PF16324"
"PF07940","PF16332"
"PF16332","PF18675"
"PF16343","PF16343"
"PF16355","PF16355"
"PF00754","PF16355"
"PF16355","PF18565"
"PF02836","PF16355"
"PF16375","PF20620"
"PF16375","PF20736"
"PF03009","PF16387"
"PF22243","PF22243"
"PF16440","PF16440"
"PF16446","PF16446"
"PF16702","PF16702"
"PF16723","PF16723"
"PF16728","PF16728"
"PF16729","PF16729"
"PF16781","PF16781"
"PF16798","PF16798"
"PF16804","PF16804"
"PF16807","PF16807"
"PF16819","PF16819"
"PF07494","PF16819"
"PF00593","PF16819"
"PF16826","PF16826"
"PF16877","PF16877"
"PF04740","PF16888"
"PF16985","PF16985"
"PF13905","PF17127"
"PF17128","PF17128"
"PF01055","PF17137"
"PF17137","PF21365"
"PF16411","PF17142"
"PF06039","PF17174"
"PF04379","PF08755"
"PF17236","PF17236"
"PF00453","PF17257"
"PF00829","PF17257"
"PF17295","PF17295"
"PF17537","PF17537"
"PF17537","PF19199"
"PF17639","PF17639"
"PF17720","PF17720"
"PF04480","PF04480"
"PF03413","PF17881"
"PF18077","PF18077"
"PF03801","PF18077"
"PF03800","PF18077"
"PF08286","PF18077"
"PF18120","PF18120"
"PF01301","PF18120"
"PF02449","PF18120"
"PF00350","PF18150"
"PF16880","PF18150"
"PF01926","PF18150"
"PF02204","PF18151"
"PF02195","PF18231"
"PF18300","PF18358"
"PF18300","PF18359"
"PF18347","PF21186"
"PF18355","PF18356"
"PF18433","PF18433"
"PF18462","PF18462"
"PF18493","PF18493"
"PF18498","PF18498"
"PF18522","PF18522"
"PF18532","PF20834"
"PF18536","PF18536"
"PF18539","PF18539"
"PF18540","PF18540"
"PF18632","PF18632"
"PF18645","PF18646"
"PF18681","PF18681"
"PF04326","PF18685"
"PF18686","PF18686"
"PF18712","PF22196"
"PF08445","PF18713"
"PF05016","PF18881"
"PF18882","PF18882"
"PF18952","PF18952"
"PF19025","PF19025"
"PF19027","PF19027"
"PF04507","PF04507"
"PF19092","PF19092"
"PF00271","PF19131"
"PF19156","PF19156"
"PF19234","PF19234"
"PF19263","PF19263"
"PF19263","PF22761"
"PF03288","PF19263"
"PF05622","PF19314"
"PF19311","PF19314"
"PF10257","PF19314"
"PF04574","PF16991"
"PF12657","PF19336"
"PF12660","PF19336"
"PF19407","PF19407"
"PF12892","PF19407"
"PF08341","PF19407"
"PF18202","PF19407"
"PF19550","PF19550"
"PF04685","PF12215"
"PF19585","PF19585"
"PF00881","PF19585"
"PF01479","PF04751"
"PF19774","PF19774"
"PF19788","PF19788"
"PF09345","PF19788"
"PF19906","PF19906"
"PF05593","PF20148"
"PF20198","PF20198"
"PF17682","PF20222"
"PF10419","PF20222"
"PF20247","PF20247"
"PF04978","PF04978"
"PF04607","PF20476"
"PF20749","PF20749"
"PF20755","PF20897"
"PF20759","PF20759"
"PF20762","PF20762"
"PF20764","PF20764"
"PF20767","PF20767"
"PF20786","PF20786"
"PF20834","PF20834"
"PF20862","PF20862"
"PF20893","PF20893"
"PF20935","PF20935"
"PF20941","PF20941"
"PF20986","PF20986"
"PF21167","PF21167"
"PF21167","PF22778"
"PF21593","PF21593"
"PF21614","PF21614"
"PF22046","PF22046"
"PF22182","PF22182"
"PF22239","PF22239"
"PF22318","PF22318"
"PF22388","PF22388"
"PF17291","PF22501"
"PF13402","PF22501"
"PF22522","PF22522"
"PF04819","PF04819"
"PF01381","PF05339"
"PF05527","PF05527"
"PF05626","PF05626"
"PF00271","PF05626"
"PF04851","PF05626"
"PF05695","PF05695"
"PF01935","PF01935"
"PF01935","PF09378"
"PF01935","PF05872"
"PF06025","PF06025"
"PF00632","PF06025"
"PF06032","PF20906"
"PF20906","PF20906"
"PF06048","PF06048"
"PF06074","PF07030"
"PF06124","PF06124"
"PF05424","PF15447"
"PF05424","PF15448"
"PF03011","PF05424"
"PF05424","PF07686"
"PF01794","PF10204"
"PF19375","PF19375"
"PF01207","PF01207"
"PF06337","PF06337"
"PF05843","PF06337"
"PF00240","PF06337"
"PF06337","PF14836"
"PF00753","PF08783"
"PF13288","PF13288"
"PF08436","PF13288"
"PF02670","PF13288"
"PF13292","PF13292"
"PF02780","PF13292"
"PF02779","PF13292"
"PF21499","PF22597"
"PF04912","PF07426"
"PF05502","PF05502"
"PF21808","PF21808"
"PF00350","PF21808"
"PF00350","PF16880"
"PF00350","PF04799"
"PF00350","PF02212"
"PF01221","PF13499"
"PF01221","PF06098"
"PF01221","PF03259"
"PF01221","PF03645"
"PF21105","PF21105"
"PF20628","PF21105"
"PF20628","PF20628"
"PF04261","PF20628"
"PF14432","PF14432"
"PF14432","PF20430"
"PF20965","PF20965"
"PF07528","PF20965"
"PF00122","PF08282"
"PF00122","PF03814"
"PF00122","PF12409"
"PF00122","PF16212"
"PF00122","PF16209"
"PF00122","PF09604"
"PF02221","PF12799"
"PF02221","PF13855"
"PF02221","PF22314"
"PF02221","PF07686"
"PF00498","PF00676"
"PF00676","PF16870"
"PF09358","PF09358"
"PF00179","PF09358"
"PF22755","PF22755"
"PF22755","PF22756"
"PF22756","PF22756"
"PF22756","PF22764"
"PF22764","PF22764"
"PF08934","PF16421"
"PF11547","PF11547"
"PF00632","PF11547"
"PF00179","PF13764"
"PF18091","PF18091"
"PF18091","PF22191"
"PF00240","PF18091"
"PF00179","PF18091"
"PF00687","PF09743"
"PF08694","PF09743"
"PF00518","PF00518"
"PF00518","PF00632"
"PF00518","PF00870"
"PF00518","PF01547"
"PF00102","PF00527"
"PF09816","PF10390"
"PF02150","PF09816"
"PF04563","PF09816"
"PF16713","PF16713"
"PF00027","PF00563"
"PF00563","PF07238"
"PF00892","PF00892"
"PF00892","PF07686"
"PF10093","PF10093"
"PF03271","PF11418"
"PF22307","PF22307"
"PF01611","PF22307"
"PF07686","PF22307"
"PF05505","PF05505"
"PF05505","PF06389"
"PF02097","PF05505"
"PF05505","PF07686"
"PF05241","PF05241"
"PF01201","PF05890"
"PF09459","PF13247"
"PF08817","PF11203"
"PF12822","PF12822"
"PF00378","PF00550"
"PF00072","PF00378"
"PF00378","PF02803"
"PF16113","PF16113"
"PF13741","PF16113"
"PF00318","PF16113"
"PF07774","PF21203"
"PF17081","PF21203"
"PF07669","PF22240"
"PF07669","PF12950"
"PF07669","PF18135"
"PF01353","PF12008"
"PF12008","PF12161"
"PF02384","PF12008"
"PF12008","PF18766"
"PF12008","PF22679"
"PF01138","PF14382"
"PF03725","PF14382"
"PF15985","PF22625"
"PF01138","PF22625"
"PF03725","PF22625"
"PF12738","PF21243"
"PF00621","PF21242"
"PF06339","PF06339"
"PF21289","PF21289"
"PF18117","PF18117"
"PF01764","PF18117"
"PF13855","PF18117"
"PF07686","PF18117"
"PF21131","PF21131"
"PF21131","PF21208"
"PF03372","PF22447"
"PF00736","PF10587"
"PF07299","PF07299"
"PF00679","PF07299"
"PF07299","PF16571"
"PF14492","PF22042"
"PF00009","PF22042"
"PF11987","PF22042"
"PF16658","PF22042"
"PF00036","PF13202"
"PF00036","PF13405"
"PF00036","PF13499"
"PF00036","PF08030"
"PF00036","PF10165"
"PF00017","PF17901"
"PF17901","PF18214"
"PF17958","PF17958"
"PF13499","PF17958"
"PF17958","PF21161"
"PF17959","PF17959"
"PF04960","PF17959"
"PF12016","PF12763"
"PF13202","PF13202"
"PF13202","PF13405"
"PF13202","PF13499"
"PF13202","PF13833"
"PF01353","PF13202"
"PF03822","PF13202"
"PF13405","PF13499"
"PF00612","PF13405"
"PF13405","PF21550"
"PF00063","PF13405"
"PF00069","PF13405"
"PF08457","PF13405"
"PF07686","PF13405"
"PF13499","PF13499"
"PF13499","PF13833"
"PF08726","PF13499"
"PF13499","PF20850"
"PF10163","PF13499"
"PF13499","PF22592"
"PF00167","PF13499"
"PF00254","PF13499"
"PF00258","PF13499"
"PF00540","PF13499"
"PF02187","PF13499"
"PF01353","PF13499"
"PF02985","PF13499"
"PF00520","PF13499"
"PF00612","PF13499"
"PF02060","PF13499"
"PF03520","PF13499"
"PF03388","PF13499"
"PF02063","PF13499"
"PF01372","PF13499"
"PF00149","PF13499"
"PF00230","PF13499"
"PF13499","PF21521"
"PF13499","PF16521"
"PF00063","PF13499"
"PF02736","PF13499"
"PF01576","PF13499"
"PF08414","PF13499"
"PF03822","PF13499"
"PF13499","PF16644"
"PF11522","PF13499"
"PF00069","PF13499"
"PF13499","PF14752"
"PF10165","PF13499"
"PF12209","PF13499"
"PF01369","PF13499"
"PF08457","PF13499"
"PF11601","PF13499"
"PF06128","PF13499"
"PF04832","PF13499"
"PF13499","PF18520"
"PF00435","PF13499"
"PF01387","PF13499"
"PF00085","PF13499"
"PF00992","PF13499"
"PF13499","PF20262"
"PF07686","PF13499"
"PF13833","PF13833"
"PF00225","PF13833"
"PF03822","PF13833"
"PF11522","PF13833"
"PF11601","PF13833"
"PF00261","PF13833"
"PF00992","PF13833"
"PF21116","PF21116"
"PF18292","PF21116"
"PF00679","PF14492"
"PF00679","PF16571"
"PF00679","PF08083"
"PF00679","PF01765"
"PF03764","PF14492"
"PF14492","PF16004"
"PF09009","PF14492"
"PF14492","PF16571"
"PF00009","PF14492"
"PF03144","PF14492"
"PF00164","PF14492"
"PF01765","PF14492"
"PF09377","PF14492"
"PF00443","PF14492"
"PF02148","PF14492"
"PF03764","PF08312"
"PF03764","PF03764"
"PF03764","PF16571"
"PF03764","PF04774"
"PF03764","PF04758"
"PF01765","PF03764"
"PF01668","PF03764"
"PF02148","PF03764"
"PF08726","PF08726"
"PF08207","PF10093"
"PF11957","PF11957"
"PF00009","PF16004"
"PF03144","PF16004"
"PF08083","PF16004"
"PF00400","PF16004"
"PF08355","PF08356"
"PF00071","PF08355"
"PF20850","PF20850"
"PF00008","PF14670"
"PF00008","PF01501"
"PF00008","PF05686"
"PF00008","PF12661"
"PF00008","PF10250"
"PF00008","PF13432"
"PF00008","PF13181"
"PF07974","PF07974"
"PF03736","PF07974"
"PF07974","PF07995"
"PF07974","PF20806"
"PF07974","PF21471"
"PF07645","PF12947"
"PF12946","PF12947"
"PF00041","PF12947"
"PF07474","PF12947"
"PF02412","PF12947"
"PF05735","PF12947"
"PF07686","PF12947"
"PF00041","PF07645"
"PF07645","PF14670"
"PF05686","PF07645"
"PF07645","PF12661"
"PF00057","PF07645"
"PF00058","PF07645"
"PF07645","PF07657"
"PF07645","PF21471"
"PF00084","PF07645"
"PF12946","PF12946"
"PF07686","PF12946"
"PF01303","PF11386"
"PF21533","PF21533"
"PF00621","PF22418"
"PF07264","PF07264"
"PF05470","PF05470"
"PF05470","PF22591"
"PF05470","PF09440"
"PF05091","PF05470"
"PF05091","PF05091"
"PF22591","PF22591"
"PF13012","PF21357"
"PF10255","PF21357"
"PF18005","PF19445"
"PF00271","PF10477"
"PF01652","PF10477"
"PF00013","PF07541"
"PF03609","PF03609"
"PF03609","PF08951"
"PF03609","PF04369"
"PF03611","PF03611"
"PF03613","PF03613"
"PF03613","PF08951"
"PF03613","PF04369"
"PF04873","PF04873"
"PF06577","PF06577"
"PF08904","PF08904"
"PF08567","PF16832"
"PF00240","PF16832"
"PF08567","PF16833"
"PF10371","PF12838"
"PF10371","PF17147"
"PF22102","PF22102"
"PF22102","PF22103"
"PF00125","PF05129"
"PF04997","PF05129"
"PF04563","PF05129"
"PF03439","PF05129"
"PF05129","PF20867"
"PF00400","PF05129"
"PF00208","PF00310"
"PF00208","PF04898"
"PF02812","PF04898"
"PF04563","PF10390"
"PF04566","PF10390"
"PF00850","PF01448"
"PF04727","PF11841"
"PF04727","PF16457"
"PF06881","PF06881"
"PF04563","PF06881"
"PF04566","PF06881"
"PF10483","PF10483"
"PF05625","PF10483"
"PF01956","PF07774"
"PF07774","PF09430"
"PF00520","PF07774"
"PF07774","PF13360"
"PF07774","PF17081"
"PF07774","PF22890"
"PF01956","PF01956"
"PF01956","PF07019"
"PF01459","PF01956"
"PF01956","PF22890"
"PF01956","PF07686"
"PF07019","PF10270"
"PF01459","PF09430"
"PF09430","PF13360"
"PF21292","PF21292"
"PF00177","PF03587"
"PF13157","PF13157"
"PF10991","PF10991"
"PF22277","PF22277"
"PF01974","PF22490"
"PF02945","PF18275"
"PF02945","PF18350"
"PF01223","PF18026"
"PF01223","PF01353"
"PF01223","PF13930"
"PF13930","PF13930"
"PF16800","PF16800"
"PF00877","PF16800"
"PF20746","PF22382"
"PF20746","PF20746"
"PF03944","PF03944"
"PF03945","PF03945"
"PF07055","PF12242"
"PF07055","PF12241"
"PF12242","PF12242"
"PF12241","PF12242"
"PF13378","PF18374"
"PF12241","PF12241"
"PF01417","PF05008"
"PF10163","PF18519"
"PF21283","PF21283"
"PF18635","PF21283"
"PF00086","PF21283"
"PF18635","PF18635"
"PF00086","PF18635"
"PF07686","PF18635"
"PF00811","PF00811"
"PF00560","PF17181"
"PF13855","PF17181"
"PF07714","PF14575"
"PF01404","PF02489"
"PF01404","PF11108"
"PF01404","PF07686"
"PF07699","PF07699"
"PF01370","PF16363"
"PF01370","PF05071"
"PF01370","PF04800"
"PF00499","PF01370"
"PF00507","PF01370"
"PF01058","PF01370"
"PF01370","PF04321"
"PF10513","PF12998"
"PF01853","PF10513"
"PF10513","PF17772"
"PF04315","PF04315"
"PF09067","PF21460"
"PF09067","PF09294"
"PF06875","PF09067"
"PF00275","PF03863"
"PF00884","PF08019"
"PF03736","PF03736"
"PF01421","PF03736"
"PF11838","PF11838"
"PF01433","PF11838"
"PF11838","PF17900"
"PF02202","PF11838"
"PF13625","PF16203"
"PF08567","PF16203"
"PF04851","PF16203"
"PF04998","PF16203"
"PF04056","PF16203"
"PF03849","PF16203"
"PF16203","PF18307"
"PF06331","PF16203"
"PF02732","PF14520"
"PF02732","PF17949"
"PF04622","PF04622"
"PF01222","PF01222"
"PF09379","PF20492"
"PF04137","PF04137"
"PF07749","PF07749"
"PF06722","PF06722"
"PF06722","PF21036"
"PF21036","PF21036"
"PF16915","PF16915"
"PF00042","PF16915"
"PF00057","PF16915"
"PF00810","PF07686"
"PF09751","PF09751"
"PF08083","PF09751"
"PF02731","PF09751"
"PF00400","PF09751"
"PF03433","PF03433"
"PF18625","PF21856"
"PF21856","PF21856"
"PF04806","PF04806"
"PF04806","PF14604"
"PF00071","PF06872"
"PF01712","PF10183"
"PF08040","PF10183"
"PF10183","PF10249"
"PF09781","PF10183"
"PF09782","PF10183"
"PF01059","PF10183"
"PF10373","PF10374"
"PF10373","PF22695"
"PF10373","PF10373"
"PF18435","PF18435"
"PF10503","PF10503"
"PF14011","PF14011"
"PF00934","PF14011"
"PF00959","PF14011"
"PF00823","PF14011"
"PF01712","PF04716"
"PF01012","PF05187"
"PF01012","PF02913"
"PF01012","PF14697"
"PF01012","PF13450"
"PF05187","PF21162"
"PF13450","PF21162"
"PF00766","PF02913"
"PF00766","PF01565"
"PF00766","PF05187"
"PF05187","PF13450"
"PF01946","PF05187"
"PF21313","PF21313"
"PF00440","PF21313"
"PF00178","PF19525"
"PF00178","PF00250"
"PF00178","PF16179"
"PF19525","PF19525"
"PF01419","PF03318"
"PF21208","PF21208"
"PF16365","PF16365"
"PF19429","PF19429"
"PF00048","PF19429"
"PF04777","PF18371"
"PF04777","PF21491"
"PF04777","PF22220"
"PF04777","PF18108"
"PF09810","PF09810"
"PF03081","PF15469"
"PF20669","PF20669"
"PF08700","PF20669"
"PF15469","PF16528"
"PF02601","PF02601"
"PF02601","PF02609"
"PF02601","PF13742"
"PF02609","PF13742"
"PF04257","PF12705"
"PF00933","PF18559"
"PF10447","PF10447"
"PF01138","PF10447"
"PF10447","PF21262"
"PF10447","PF21266"
"PF03016","PF03016"
"PF03016","PF09258"
"PF20848","PF20983"
"PF01734","PF20983"
"PF01734","PF20848"
"PF03372","PF17209"
"PF03372","PF21171"
"PF02917","PF03372"
"PF03372","PF11976"
"PF03372","PF07686"
"PF22669","PF22669"
"PF07686","PF22669"
"PF14529","PF14529"
"PF19273","PF19273"
"PF00071","PF19273"
"PF08389","PF19273"
"PF00071","PF19282"
"PF22200","PF22200"
"PF16806","PF16806"
"PF16806","PF20905"
"PF20904","PF20904"
"PF22123","PF22123"
"PF18609","PF22123"
"PF18600","PF21509"
"PF18264","PF21509"
"PF00856","PF21509"
"PF18118","PF21358"
"PF00856","PF21358"
"PF09733","PF21358"
"PF00856","PF18600"
"PF09733","PF18600"
"PF18600","PF18601"
"PF00856","PF18601"
"PF09733","PF18601"
"PF00400","PF18601"
"PF12937","PF12937"
"PF04300","PF12937"
"PF01466","PF12937"
"PF00240","PF12937"
"PF01466","PF18511"
"PF18511","PF18791"
"PF00469","PF06623"
"PF00017","PF00469"
"PF00469","PF12104"
"PF00469","PF07686"
"PF05933","PF10791"
"PF05405","PF10791"
"PF05873","PF10791"
"PF01794","PF03807"
"PF03807","PF14748"
"PF03807","PF16896"
"PF00754","PF13287"
"PF00728","PF00754"
"PF00754","PF02836"
"PF00754","PF01301"
"PF00754","PF04616"
"PF00754","PF12972"
"PF00754","PF14554"
"PF22633","PF22633"
"PF01557","PF18288"
"PF18288","PF18288"
"PF00550","PF07977"
"PF03060","PF21607"
"PF14826","PF14826"
"PF00557","PF14826"
"PF12318","PF12318"
"PF00732","PF12318"
"PF00890","PF01494"
"PF00890","PF13085"
"PF00890","PF13237"
"PF00890","PF13534"
"PF00890","PF12838"
"PF00890","PF13183"
"PF00890","PF13187"
"PF00890","PF05199"
"PF00732","PF00890"
"PF00890","PF07992"
"PF00890","PF03937"
"PF00890","PF08501"
"PF01494","PF05199"
"PF01494","PF13450"
"PF01494","PF07992"
"PF01494","PF21274"
"PF01565","PF10200"
"PF00941","PF20256"
"PF00970","PF07992"
"PF03441","PF12114"
"PF03441","PF04821"
"PF08022","PF08022"
"PF01794","PF08022"
"PF00175","PF08022"
"PF08022","PF08030"
"PF08021","PF08021"
"PF12831","PF13510"
"PF12831","PF12838"
"PF12831","PF22578"
"PF07992","PF12831"
"PF04267","PF12831"
"PF04268","PF12831"
"PF12831","PF17806"
"PF18108","PF18371"
"PF00085","PF18371"
"PF21645","PF21645"
"PF00249","PF10187"
"PF06702","PF06702"
"PF00069","PF15342"
"PF07894","PF07894"
"PF14648","PF14648"
"PF14647","PF19430"
"PF06730","PF06730"
"PF21315","PF21315"
"PF21169","PF21315"
"PF21170","PF21315"
"PF18081","PF21315"
"PF08774","PF21315"
"PF08774","PF21169"
"PF21169","PF21170"
"PF08774","PF21170"
"PF14631","PF14631"
"PF00240","PF14631"
"PF00443","PF14631"
"PF14631","PF14679"
"PF14679","PF14680"
"PF14675","PF14679"
"PF14676","PF14679"
"PF14678","PF14679"
"PF14631","PF14680"
"PF14675","PF14680"
"PF14676","PF14680"
"PF14677","PF14680"
"PF00400","PF14680"
"PF14631","PF14675"
"PF14674","PF14675"
"PF00240","PF14675"
"PF14631","PF14674"
"PF14631","PF14676"
"PF14676","PF14676"
"PF00240","PF14676"
"PF14677","PF14678"
"PF14631","PF14678"
"PF14678","PF14678"
"PF11793","PF11793"
"PF11793","PF18890"
"PF11793","PF18891"
"PF00179","PF11793"
"PF18890","PF18890"
"PF18890","PF18891"
"PF16783","PF16783"
"PF01571","PF16350"
"PF08669","PF16350"
"PF01149","PF09292"
"PF06831","PF21025"
"PF08354","PF18325"
"PF08354","PF16073"
"PF01575","PF22235"
"PF13452","PF22235"
"PF06268","PF07686"
"PF00109","PF18325"
"PF16073","PF18325"
"PF08354","PF22690"
"PF00106","PF18314"
"PF18314","PF18325"
"PF18314","PF18314"
"PF00109","PF18314"
"PF02801","PF18314"
"PF01575","PF17951"
"PF13452","PF17951"
"PF17828","PF18325"
"PF17828","PF17828"
"PF16073","PF17828"
"PF08659","PF21149"
"PF02259","PF02259"
"PF02259","PF02260"
"PF02259","PF09798"
"PF02259","PF11865"
"PF02259","PF13921"
"PF00454","PF02259"
"PF02259","PF20175"
"PF02259","PF20206"
"PF02259","PF08064"
"PF00454","PF02260"
"PF00301","PF00487"
"PF00550","PF03405"
"PF04300","PF04300"
"PF03931","PF04300"
"PF00316","PF18913"
"PF18913","PF18913"
"PF03320","PF03320"
"PF17845","PF22443"
"PF04900","PF04900"
"PF00163","PF04900"
"PF00611","PF14604"
"PF00611","PF16623"
"PF10862","PF10862"
"PF09242","PF21706"
"PF21706","PF21706"
"PF07992","PF21706"
"PF12892","PF12892"
"PF01547","PF12892"
"PF07686","PF12892"
"PF00271","PF09532"
"PF00384","PF11390"
"PF01568","PF11390"
"PF03147","PF17759"
"PF13685","PF13685"
"PF04773","PF16344"
"PF21926","PF21926"
"PF07686","PF09252"
"PF17910","PF17910"
"PF02421","PF17910"
"PF09012","PF17910"
"PF02421","PF09012"
"PF00111","PF14697"
"PF00111","PF12838"
"PF00111","PF20256"
"PF00111","PF01592"
"PF00111","PF01077"
"PF00111","PF03460"
"PF00111","PF01010"
"PF00111","PF00361"
"PF00111","PF00223"
"PF00111","PF02427"
"PF00111","PF14759"
"PF00111","PF00355"
"PF00111","PF02508"
"PF00111","PF19112"
"PF01799","PF20256"
"PF13085","PF13237"
"PF13085","PF13534"
"PF13085","PF13183"
"PF02300","PF13085"
"PF00183","PF13085"
"PF01127","PF13085"
"PF02910","PF13085"
"PF13459","PF13510"
"PF13510","PF14691"
"PF12838","PF13510"
"PF00384","PF13510"
"PF04879","PF13510"
"PF10588","PF13510"
"PF10589","PF13510"
"PF13510","PF22151"
"PF04800","PF13510"
"PF13510","PF22117"
"PF07992","PF13510"
"PF13510","PF17806"
"PF00210","PF04324"
"PF00037","PF03465"
"PF00037","PF12800"
"PF00037","PF12838"
"PF00037","PF00164"
"PF13237","PF13237"
"PF12800","PF13237"
"PF02300","PF13237"
"PF02313","PF13237"
"PF03116","PF13237"
"PF02508","PF13237"
"PF13237","PF13375"
"PF01127","PF13237"
"PF10531","PF13237"
"PF13247","PF13247"
"PF12800","PF13247"
"PF12837","PF13247"
"PF12838","PF13247"
"PF09163","PF13247"
"PF00384","PF13247"
"PF04879","PF13247"
"PF01568","PF13247"
"PF02665","PF13247"
"PF13247","PF14710"
"PF13247","PF14711"
"PF01292","PF13247"
"PF03916","PF13247"
"PF13247","PF14589"
"PF07992","PF13247"
"PF13353","PF13353"
"PF04055","PF13353"
"PF13186","PF13353"
"PF13370","PF13370"
"PF10588","PF13459"
"PF10589","PF13459"
"PF00067","PF13459"
"PF13484","PF13646"
"PF08331","PF13484"
"PF12838","PF13534"
"PF02662","PF13534"
"PF04432","PF13534"
"PF04422","PF13534"
"PF00384","PF13534"
"PF04879","PF13534"
"PF01127","PF13534"
"PF14691","PF14691"
"PF14691","PF14697"
"PF12838","PF14691"
"PF01645","PF14691"
"PF04898","PF14691"
"PF04879","PF14691"
"PF10589","PF14691"
"PF07992","PF14691"
"PF00223","PF14697"
"PF02531","PF14697"
"PF02427","PF14697"
"PF03658","PF14697"
"PF18109","PF18109"
"PF04432","PF12800"
"PF04422","PF12800"
"PF00384","PF12800"
"PF04879","PF12800"
"PF01568","PF12800"
"PF12838","PF12838"
"PF02662","PF12838"
"PF04432","PF12838"
"PF04422","PF12838"
"PF00384","PF12838"
"PF04879","PF12838"
"PF01568","PF12838"
"PF10588","PF12838"
"PF10589","PF12838"
"PF11497","PF12838"
"PF11909","PF12838"
"PF11623","PF12838"
"PF05071","PF12838"
"PF04800","PF12838"
"PF00374","PF12838"
"PF03116","PF12838"
"PF03916","PF12838"
"PF01058","PF12838"
"PF00223","PF12838"
"PF02531","PF12838"
"PF02427","PF12838"
"PF10657","PF12838"
"PF02508","PF12838"
"PF12838","PF13375"
"PF02910","PF12838"
"PF02775","PF12838"
"PF10276","PF12838"
"PF01127","PF13183"
"PF04432","PF13187"
"PF04422","PF13187"
"PF11909","PF13187"
"PF00374","PF13187"
"PF01058","PF13187"
"PF21989","PF21998"
"PF07653","PF21998"
"PF21477","PF21477"
"PF00373","PF21477"
"PF18038","PF21477"
"PF00071","PF16511"
"PF16511","PF21989"
"PF18379","PF18379"
"PF18377","PF18379"
"PF17887","PF18379"
"PF18379","PF21990"
"PF18377","PF18377"
"PF00373","PF18038"
"PF00373","PF18124"
"PF00071","PF00373"
"PF00373","PF21989"
"PF00373","PF21896"
"PF09379","PF16511"
"PF02174","PF09379"
"PF00102","PF09379"
"PF07714","PF18038"
"PF01794","PF01794"
"PF01794","PF07686"
"PF12902","PF12902"
"PF13668","PF13668"
"PF22148","PF22349"
"PF00082","PF22148"
"PF00809","PF04060"
"PF04060","PF14574"
"PF04060","PF17650"
"PF00400","PF01883"
"PF00085","PF02941"
"PF02943","PF02943"
"PF00462","PF02943"
"PF13510","PF22609"
"PF12838","PF22609"
"PF02906","PF13510"
"PF02906","PF13237"
"PF02906","PF14697"
"PF02906","PF12838"
"PF02906","PF10588"
"PF02906","PF22117"
"PF01846","PF01846"
"PF01839","PF20805"
"PF01839","PF07686"
"PF13517","PF13517"
"PF07593","PF13517"
"PF13507","PF18076"
"PF13507","PF22689"
"PF03781","PF13489"
"PF00167","PF00232"
"PF00167","PF13927"
"PF00167","PF07686"
"PF21165","PF21165"
"PF00370","PF21546"
"PF00370","PF00381"
"PF00498","PF16183"
"PF00498","PF08920"
"PF17913","PF17913"
"PF08645","PF17913"
"PF20813","PF20813"
"PF08794","PF20937"
"PF07686","PF08794"
"PF00084","PF20937"
"PF07686","PF20937"
"PF00771","PF02561"
"PF00771","PF05400"
"PF00771","PF16789"
"PF06276","PF06276"
"PF06276","PF11575"
"PF21583","PF21583"
"PF22183","PF22183"
"PF01269","PF08156"
"PF01269","PF21572"
"PF00147","PF07686"
"PF02661","PF13784"
"PF00012","PF02661"
"PF02661","PF18543"
"PF02661","PF18495"
"PF02661","PF20793"
"PF02661","PF10832"
"PF13784","PF13784"
"PF13784","PF21248"
"PF13553","PF13553"
"PF00326","PF13553"
"PF00038","PF21924"
